start,end,text
7196240,7202080," that let makes you stand out to spend the extra dollar fifty to make it twice as good like i just"
7202080,7211200," don't get it but here we are yeah so it's very strange it makes me feel bad for uh having bought"
7211200,7217040," things before and then just being bad you should make i would do it before i would do it before i"
7217040,7223280," would do cologne you should make gamified deodorant that'd be cool like you have to wear it every day"
7223280,7229040," or you like lose point or some somehow somehow yeah so it has to like the lid has to come off"
7229040,7234080," every day or something um smart deodorant and if it doesn't they're just gonna bought that you're"
7234080,7240640," you know you're not gonna win like a ruined scape deodorant uh here's one from daniel"
7240640,7247440," linus anthony is hold on anthony is suggesting sense for the uh for the cologne or deodorant"
7247440,7255200," we've got new electronics magic smoke dusting day chiller coolant and uh rtx 2080 ti foam"
7255200,7261920," acting foam i want i want one that smells like exploded capacitors you know that burned electronics"
7261920,7268400," smell yeah magic smoke magic smoke smell yeah exactly yeah i would definitely wear that um"
7268400,7276000," anyway yeah i mean make that make it as a joke uh linus have you ever felt limited by not having a"
7276000,7284800," college degree related to tech what if what if you did what if you did uh like a lt t store discount"
7284800,7289360," if you actually and we'd have to find some way to track it and i don't necessarily know how but"
7289360,7293200," you get like an lt t store discount or like a free full plane subscription or something"
7293200,7299600," if you if you actually use the deodorant you talk about iot internet of things deodorant"
7299600,7304880," so there's a whole thing just getting yours to actually wear it because that that's that's the"
7304880,7309440," problem right no no that's easy because you would just make the deodorant a subscription"
7309440,7314960," and if they cancel this if they have the subscription they are they're either using it"
7314960,7320720," or they are accumulating so pius and i have to be odorant and i know a lot i know a lot of nerds"
7320720,7326160," and geeks and i think that we're all about min maxing right guys yeah you know so i don't think"
7326160,7331840," it's min maxing to accumulate piles of deodorant so yeah if you're going to buy it i think you'll"
7331840,7336880," i think you'll use it i think you'll use it if you're going to get it in the mail anyway so that"
7336880,7342400," could work that could work we just have a subscription service for deodorant oh we uh Conrad Conrad"
7342400,7347760," just said in the very bottom under all the pastes there's a generated discount code genius yes"
7347760,7354080," that's pretty good because yeah you could you could be a butt and you could like cut it off"
7354080,7358640," but that's that's leaves your mentality i don't think they will yeah i don't think they will yeah"
7358640,7364640," you could and the completionist in them won't allow that shortcut yeah it's lame you got to"
7364640,7370400," actually use it and get down to it oh that's pretty sweet that's actually pretty good"
7371440,7376560," we gotta give Conrad like more uh more creative time because these are some solid ideas here"
7376560,7382320," it comes up with good stuff i wish i have a brain or a session like the end of every way in show"
7382320,7392160," yeah i just i yeah finding some way to incentivize actually using it i think would be something that"
7392160,7398320," would bring something to the space you know um i would uh i would definitely call it like the"
7398320,7403920," gamer hygiene line of products yeah yeah we'll try and we're gonna try and take back that word"
7403920,7409360," okay yeah yeah make it a make it a good thing uh yeah"
7409360,7416320," yeah i was i was listening to something recently uh what was it i don't remember"
7416320,7422240," and it was someone who had gone to like a twitch twitch con or something like that um and they they"
7422240,7428160," mentioned that they remembered a specific fan and the fan was like oh why like how do you remember"
7428160,7432240," me where i just like took a photo with you and they were like oh yeah you you didn't stink"
7432240,7442800," it's like man come on oh that's hilarious you know what whale land it wasn't bad"
7442800,7446960," whale land wasn't bad genuinely we did specifically call out on wandshow that we were"
7446960,7455360," going to kick people out from our landiodorant though um but yeah i don't know i i i think that's"
7455360,7461440," something that we could bring to the space and then and then yeah yeah cool okay all right you know"
7461440,7468640," what i'm i'm sold i'm sold it took it took until we came up with the the offer code at the bottom of"
7468640,7479520," the the bar but i'm actually pretty into it now that's sweet nice cool all right next up hey"
7479520,7484560," i think this is our last merch message this one's from daniel line us if you ever felt limited by"
7484560,7490960," not having a college degree related to tech won't be your advice for a recent grad with a liberal"
7490960,7500000," arts or social science degree who find themselves more interested in tech oh i wish i could give you"
7500000,7509040," your advice about that liberal arts degree four years ago um sorry i don't mean to i don't mean to"
7509040,7517680," dunk on poor daniel b here literally poor because school debt um it's my name hey yeah"
7517680,7524960," is this from you dad i can't afford to buy anything off of lttstore.com"
7524960,7537760," not during work hours uh no yeah no no have i felt limited by not having a college degree related"
7537760,7545360," tech no i i haven't in any way if anything um i'm pretty proud of getting to where i am"
7545360,7551600," without the degree i don't think that there's anything wrong with getting a degree i think that"
7551600,7556960," a lot of really smart people pursue the piece of paper and it can totally be beneficial my wife"
7556960,7563600," and i are actually just like classic one forked left one forked right in the game of life cases"
7563600,7568400," where she went hard at the degree and it worked out great and i went hard at not the degree and"
7568400,7573920," it worked out great i think the the takeaway there is not that you should or shouldn't get a degree"
7573920,7581040," or even that it matters what kind you got liberal arts, it science whatever i think the takeaway is"
7581040,7591040," if you hustle and if you get a little bit lucky you can succeed um and if the the advice would be"
7591040,7596080," be a sponge yeah learn lots and i think that i talked about this a little bit recently when i was"
7596080,7601360," talking about my dad and ten coach who could coach anyone he felt like and has no shortage of clients"
7601360,7610400," lining up to pay him is be the most fun one to teach um work so hard to learn from every mentor you"
7610400,7615920," can find with anything to teach you that's the most that's the best feedback i can give you because"
7615920,7623440," there's so much learning to be had out there for free just by being a sponge yeah um and honestly if"
7623440,7628800," the the part of tech that you're interested in getting into or if this is at least a possibility"
7628800,7635280," for you um is is software development there is an immense amount of ways that you can learn"
7635280,7641920," software development uh online without going to some form of formal secondary education or"
7641920,7649280," post-secondary education um so no problem and lots of people will hire on your ability instead of"
7649280,7656080," your education in the software development space lots of people um so yeah i know you basically"
7656080,7662160," only look at portfolios haloog when they're available i i would prefer that could support a lot of"
7662160,7665920," people don't have them a lot of people that have been working in the space for a long time won't have"
7665920,7670160," them because they've been working for companies and the companies aren't publishing their coach so"
7671520,7675040," yeah but if you're if you're starting from nowhere and you have a portfolio you can show"
7675040,7680640," to people awesome if you've contributed to open source projects so people can see it actually like"
7680640,7688320," working in the wild that's huge um just yeah start making stuff and be able to show examples of"
7688320,7695440," stuff that you've made um when i'm looking for people to do development on websites and they can"
7695440,7701520," send me a thing that's like here's the websites that i have made and i go look at them and they're"
7701520,7710720," made well it's a pretty good sign um so yeah i don't know oh uh conrad says we've realized today"
7710720,7715520," there is a bug where some Shopify orders aren't having the merch message flag applied properly"
7715520,7720080," and thus not being submitted uh we'll have it fixed for next week sorry for the inconvenience"
7720080,7724400," uh okay well that's a bummer in fairness to conrad i think this is the first time we've had a"
7724400,7730400," game breaking bug with merch messages and if it's going to be fixed in a week um youtube's uh super"
7730400,7736240," chats feature is literally still broken loop i just checked it again i saw super chat come through"
7736240,7742480," earlier in the show and i just clicked the viewer activity tab and it isn't in there so um you know"
7742480,7749920," yeah conrad let down the team this week but in fairness is uh orders of magnitude better than"
7749920,7760400," the entirety of alphabet so i guess i think it's also like a side project for conrad he does all of"
7760400,7766640," the work for lt stores uh like web development as well um and there's been there was a pretty"
7766640,7771120," huge push to push the new theme and then there's been reacting to feedback from the theme and all"
7771120,7777760," type of stuff going on so yeah i'm sure he'll he'll get to it thanks conrad yeah appreciate you"
7777760,7786800," all right i think that's it for the show today we will see you again next week same bad time"
7786800,7794800," same bad channel bye and then wait no we got to run the thing i got it oh hold on oh he's got it"
7794800,7802560," did you run the right one you clicked it in the dashboard"
7802560,7806400," i know you're in the stream after"
7806400,7814000," was there no queue is that one"
7814000,7816060," you"
